age,workclass,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,capital-balance,income
28,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,52,United-States,0,0
53,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,55,United-States,0,0
60,Local-gov,Bachelors,Separated,Prof-specialty,Unmarried,White,0,55,United-States,5455,0
21,Private,CommunityCollege,NotMarried,Other-service,Own-child,White,1,20,United-States,0,0
29,Private,HighGrad,Married,Transport-moving,Husband,White,1,40,United-States,0,0
73,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,50,United-States,-2174,1
43,Self-emp-inc,Bachelors,Married,Sales,Husband,White,1,45,United-States,0,1
45,Private,CommunityCollege,Married,Sales,Husband,White,1,45,United-States,0,0
36,Private,HighGrad,Separated,Prof-specialty,Own-child,White,0,40,United-States,0,1
25,Private,HighGrad,NotMarried,Sales,Other-relative,White,0,50,United-States,0,0
38,Private,CommunityCollege,Married,Handlers-cleaners,Husband,Black,1,40,United-States,0,0
30,Local-gov,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
49,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,40,United-States,7298,1
41,Local-gov,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
27,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
64,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,20,United-States,0,0
41,Self-emp-not-inc,HighGrad,Married,Transport-moving,Husband,White,1,45,United-States,0,0
37,Private,Bachelors,Married,Exec-managerial,Husband,White,1,47,United-States,-1887,1
51,Private,dropout,Separated,Machine-op-inspct,Unmarried,White,0,40,Mexico,0,0
35,Private,CommunityCollege,Separated,Prof-specialty,Unmarried,White,0,40,United-States,7443,0
61,Local-gov,dropout,Married,Other-service,Husband,White,1,40,Mexico,0,0
52,Private,dropout,Separated,Priv-house-serv,Own-child,Black,0,16,United-States,0,0
40,Private,CommunityCollege,Married,Sales,Husband,White,1,60,United-States,0,1
20,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,White,1,40,United-States,0,0
52,Local-gov,Masters,Married,Prof-specialty,Husband,White,1,40,United-States,0,0
50,Private,CommunityCollege,Married,Tech-support,Husband,White,1,40,United-States,0,1
49,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,0,40,United-States,0,1
36,State-gov,Bachelors,NotMarried,Prof-specialty,Unmarried,Black,0,40,United-States,0,0
33,Private,Masters,NotMarried,Exec-managerial,Unmarried,White,1,40,United-States,0,0
40,Private,HighGrad,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,1,50,United-States,0,0
45,Private,Bachelors,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
22,Private,CommunityCollege,NotMarried,Craft-repair,Own-child,White,0,35,United-States,0,0
47,Private,Masters,Married,Prof-specialty,Wife,White,0,2,United-States,0,1
24,Private,HighGrad,NotMarried,Sales,Not-in-family,White,1,30,United-States,0,0
19,Private,CommunityCollege,NotMarried,Sales,Not-in-family,White,0,30,United-States,0,0
40,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,0,40,United-States,0,0
40,Private,CommunityCollege,NotMarried,Tech-support,Not-in-family,White,0,50,United-States,0,1
54,Private,HighGrad,Married,Sales,Husband,White,1,50,United-States,15024,1
43,Self-emp-not-inc,Masters,Married,Prof-specialty,Husband,Other,1,35,United-States,0,1
63,Local-gov,Bachelors,Married,Transport-moving,Husband,White,1,40,Outros,0,0
18,Private,dropout,NotMarried,Other-service,Own-child,White,0,20,United-States,0,0
19,Private,dropout,NotMarried,Machine-op-inspct,Other-relative,White,1,40,Mexico,0,0
49,Self-emp-not-inc,HighGrad,Married,Exec-managerial,Husband,White,1,45,United-States,0,0
27,Private,Masters,Married,Exec-managerial,Husband,White,1,45,United-States,0,1
49,Local-gov,Masters,Separated,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
60,Private,HighGrad,Married,Craft-repair,Husband,White,1,50,United-States,0,0
34,Private,HighGrad,Married,Transport-moving,Husband,White,1,40,United-States,0,0
29,Private,Bachelors,Married,Prof-specialty,Wife,White,0,46,United-States,0,1
30,Private,CommunityCollege,Married,Sales,Husband,White,1,44,United-States,0,0
46,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,White,1,17,United-States,0,0
32,Self-emp-not-inc,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
25,Private,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,75,United-States,0,0
22,Private,CommunityCollege,Married,Other-service,Wife,White,0,40,United-States,0,1
32,Private,CommunityCollege,Married,Transport-moving,Husband,White,1,50,United-States,0,0
40,Private,Doctorate,Married,Prof-specialty,Wife,White,0,30,United-States,0,1
51,Private,Masters,NotMarried,Prof-specialty,Not-in-family,White,1,40,United-States,27828,1
20,Private,HighGrad,NotMarried,Craft-repair,Own-child,White,1,30,United-States,0,0
34,Private,HighGrad,Separated,Exec-managerial,Not-in-family,White,0,48,United-States,0,0
40,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,White,1,50,United-States,0,0
34,State-gov,CommunityCollege,NotMarried,Adm-clerical,Unmarried,White,0,40,United-States,0,0
19,Private,dropout,NotMarried,Handlers-cleaners,Own-child,White,1,25,United-States,0,0
53,Private,dropout,Married,Craft-repair,Husband,Black,1,40,United-States,0,0
42,Federal-gov,CommunityCollege,Married,Adm-clerical,Husband,White,1,40,United-States,0,1
38,Private,Masters,Married,Exec-managerial,Husband,White,1,65,United-States,0,1
41,Private,HighGrad,Married,Craft-repair,Husband,White,1,60,United-States,0,1
30,State-gov,CommunityCollege,NotMarried,Prof-specialty,Not-in-family,White,1,40,United-States,0,0
20,Private,dropout,Married,Farming-fishing,Own-child,White,1,40,Mexico,0,0
19,Private,HighGrad,NotMarried,Other-service,Own-child,White,0,30,United-States,0,0
20,Private,HighGrad,NotMarried,Sales,Other-relative,White,1,60,United-States,0,0
35,Private,Bachelors,Married,Exec-managerial,Husband,White,1,45,United-States,0,0
33,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
43,Self-emp-not-inc,CommunityCollege,Married,Exec-managerial,Husband,White,1,15,United-States,-1902,1
38,Federal-gov,CommunityCollege,Separated,Exec-managerial,Unmarried,White,0,38,United-States,0,0
50,Self-emp-not-inc,CommunityCollege,Married,Exec-managerial,Wife,White,0,30,United-States,0,0
23,Private,HighGrad,Separated,Other-service,Own-child,White,0,10,United-States,0,0
30,Local-gov,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,10,United-States,0,0
33,Private,Bachelors,Separated,Exec-managerial,Unmarried,Black,0,40,United-States,0,0
48,Private,HighGrad,Separated,Machine-op-inspct,Not-in-family,White,1,40,United-States,0,0
43,Private,Bachelors,Separated,Prof-specialty,Unmarried,White,0,24,Outros,0,0
33,Private,CommunityCollege,NotMarried,Tech-support,Not-in-family,Black,1,40,Philippines,0,0
50,Local-gov,Masters,Married,Exec-managerial,Husband,Black,1,45,United-States,0,1
23,Private,CommunityCollege,Married,Adm-clerical,Husband,White,1,40,United-States,0,1
36,Local-gov,CommunityCollege,Separated,Handlers-cleaners,Not-in-family,White,1,50,United-States,0,0
50,State-gov,HighGrad,Separated,Adm-clerical,Unmarried,White,0,46,United-States,0,0
26,Private,HighGrad,Married,Sales,Wife,White,0,20,United-States,0,0
55,Local-gov,Masters,Married,Prof-specialty,Wife,White,0,40,United-States,-2267,0
37,Private,HighGrad,Married,Farming-fishing,Husband,White,1,40,United-States,0,0
43,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,0
38,Self-emp-not-inc,CommunityCollege,Married,Transport-moving,Husband,White,1,40,United-States,0,0
42,Private,dropout,Married,Handlers-cleaners,Husband,White,1,30,Mexico,0,0
47,Self-emp-not-inc,Doctorate,Married,Transport-moving,Husband,White,1,45,United-States,-2002,0
44,Private,Bachelors,Married,Exec-managerial,Husband,Asian-Pac-Islander,1,40,United-States,0,0
28,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
51,Private,CommunityCollege,Widowed,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
51,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
49,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
62,Private,Doctorate,Married,Prof-specialty,Husband,White,1,50,United-States,15024,1
31,Private,CommunityCollege,NotMarried,Adm-clerical,Unmarried,White,0,40,United-States,0,0
29,Private,dropout,Married,Handlers-cleaners,Wife,Asian-Pac-Islander,0,14,Philippines,2829,0
23,Private,CommunityCollege,NotMarried,Farming-fishing,Not-in-family,White,1,30,United-States,0,0
40,State-gov,CommunityCollege,Separated,Sales,Not-in-family,White,0,40,United-States,0,0
66,Self-emp-inc,dropout,Married,Exec-managerial,Husband,White,1,50,United-States,0,0
17,Private,dropout,NotMarried,Other-service,Not-in-family,White,0,20,United-States,0,0
37,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,1
69,Private,Masters,Married,Prof-specialty,Husband,White,1,3,United-States,0,0
23,Private,Bachelors,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
38,Federal-gov,HighGrad,Married,Exec-managerial,Husband,White,1,42,United-States,0,1
37,Federal-gov,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
38,Private,CommunityCollege,Separated,Sales,Not-in-family,White,0,40,United-States,0,0
38,Private,dropout,Married,Farming-fishing,Husband,White,1,54,Mexico,0,0
37,State-gov,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,0,40,United-States,0,0
37,Self-emp-inc,HighGrad,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
23,Private,dropout,NotMarried,Farming-fishing,Unmarried,White,1,70,United-States,0,0
17,Private,dropout,NotMarried,Other-service,Own-child,White,0,15,United-States,0,0
48,Private,Bachelors,Married,Prof-specialty,Husband,White,1,35,United-States,0,0
17,Private,dropout,NotMarried,Adm-clerical,Own-child,White,0,23,United-States,0,0
55,Private,Masters,Married,Exec-managerial,Husband,White,1,60,United-States,-1977,1
35,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
35,Self-emp-not-inc,Bachelors,Married,Craft-repair,Husband,White,1,45,United-States,0,0
53,Private,Bachelors,Married,Exec-managerial,Husband,White,1,60,United-States,0,1
43,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,48,United-States,0,0
36,Private,Masters,NotMarried,Prof-specialty,Own-child,White,1,40,United-States,0,0
24,Private,HighGrad,Separated,Other-service,Unmarried,Black,0,40,United-States,0,0
45,Private,CommunityCollege,Married,Transport-moving,Husband,White,1,48,United-States,0,0
34,Private,CommunityCollege,Married,Adm-clerical,Wife,White,0,40,United-States,-2057,0
56,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,0,38,United-States,0,0
36,Private,HighGrad,Married,Craft-repair,Husband,White,1,45,United-States,0,1
22,Private,CommunityCollege,NotMarried,Prof-specialty,Own-child,White,1,50,United-States,0,0
33,Private,HighGrad,NotMarried,Other-service,Own-child,Black,1,36,United-States,0,0
48,Private,HighGrad,NotMarried,Other-service,Not-in-family,White,0,32,Outros,0,0
20,Private,CommunityCollege,NotMarried,Other-service,Own-child,White,0,30,United-States,0,0
64,Self-emp-inc,CommunityCollege,Married,Sales,Husband,White,1,50,United-States,-1887,1
47,Private,dropout,Married,Craft-repair,Husband,White,1,40,Outros,0,0
20,Private,CommunityCollege,NotMarried,Other-service,Not-in-family,White,0,25,United-States,0,0
44,Federal-gov,Bachelors,Separated,Exec-managerial,Not-in-family,Black,0,40,United-States,0,0
45,Self-emp-not-inc,Bachelors,Married,Farming-fishing,Husband,White,1,77,United-States,0,0
45,Local-gov,HighGrad,Married,Transport-moving,Wife,White,0,40,United-States,5178,1
45,Local-gov,Masters,Married,Prof-specialty,Husband,White,1,37,United-States,0,1
27,State-gov,Bachelors,NotMarried,Prof-specialty,Not-in-family,Black,1,40,United-States,0,0
41,Private,HighGrad,Married,Craft-repair,Husband,White,1,72,United-States,0,1
20,Private,HighGrad,NotMarried,Farming-fishing,Not-in-family,White,1,55,United-States,0,0
17,Private,dropout,NotMarried,Other-service,Own-child,White,0,10,United-States,-1602,0
50,Private,HighGrad,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
31,State-gov,Masters,NotMarried,Tech-support,Not-in-family,White,1,40,United-States,0,0
49,Self-emp-not-inc,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,30,United-States,0,0
44,Private,Masters,Married,Adm-clerical,Husband,White,1,40,United-States,0,0
49,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,1,50,United-States,0,0
28,Local-gov,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,1,52,United-States,0,0
43,Local-gov,CommunityCollege,Married,Tech-support,Husband,White,1,99,United-States,4386,1
33,Private,CommunityCollege,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,0,40,United-States,0,0
35,Private,CommunityCollege,Separated,Machine-op-inspct,Unmarried,Black,0,55,United-States,0,0
17,Private,dropout,NotMarried,Sales,Own-child,White,0,20,United-States,0,0
25,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,40,United-States,0,0
41,Private,HighGrad,Separated,Craft-repair,Unmarried,White,0,40,United-States,0,0
30,Private,Masters,NotMarried,Tech-support,Unmarried,White,1,45,Outros,0,0
48,Private,CommunityCollege,Married,Other-service,Husband,Asian-Pac-Islander,1,56,Philippines,0,1
61,Local-gov,CommunityCollege,Married,Adm-clerical,Husband,White,1,35,United-States,0,0
41,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
36,Private,HighGrad,NotMarried,Tech-support,Not-in-family,White,1,50,United-States,0,0
24,Local-gov,CommunityCollege,NotMarried,Protective-serv,Not-in-family,White,1,40,United-States,0,0
27,Private,HighGrad,NotMarried,Adm-clerical,Own-child,Black,1,40,United-States,0,0
18,Private,dropout,NotMarried,Prof-specialty,Own-child,White,0,2,United-States,0,0
20,Private,CommunityCollege,NotMarried,Prof-specialty,Own-child,White,0,15,United-States,0,0
18,Private,CommunityCollege,NotMarried,Other-service,Own-child,White,1,12,United-States,0,0
23,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
43,State-gov,Masters,Married,Prof-specialty,Husband,White,1,45,United-States,-1887,1
38,State-gov,CommunityCollege,Married,Exec-managerial,Wife,Black,0,40,Outros,0,0
36,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
28,Self-emp-not-inc,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,1,50,United-States,0,0
51,Private,Doctorate,Married,Exec-managerial,Husband,White,1,84,United-States,15024,1
35,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
38,State-gov,Bachelors,Married,Protective-serv,Husband,White,1,60,United-States,0,0
47,Federal-gov,CommunityCollege,Married,Adm-clerical,Husband,Black,1,40,United-States,0,1
26,Private,dropout,Separated,Craft-repair,Not-in-family,White,0,40,United-States,0,0
31,State-gov,CommunityCollege,Separated,Protective-serv,Not-in-family,White,1,40,United-States,0,1
46,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,Black,0,35,Outros,0,0
49,Private,CommunityCollege,NotMarried,Exec-managerial,Unmarried,White,0,40,United-States,0,0
19,Private,HighGrad,NotMarried,Sales,Own-child,White,0,30,United-States,0,0
45,Self-emp-inc,CommunityCollege,Married,Farming-fishing,Husband,White,1,50,United-States,0,0
46,Private,Bachelors,Married,Prof-specialty,Husband,White,1,45,United-States,7688,1
70,Self-emp-not-inc,CommunityCollege,Married,Tech-support,Husband,White,1,20,United-States,0,0
19,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,20,United-States,0,0
46,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,50,United-States,0,0
20,Private,CommunityCollege,NotMarried,Transport-moving,Own-child,White,1,35,United-States,0,0
17,Private,dropout,NotMarried,Other-service,Other-relative,White,0,22,United-States,0,0
43,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,49,United-States,0,1
19,Private,CommunityCollege,NotMarried,Other-service,Own-child,White,0,15,United-States,0,0
37,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
51,Private,HighGrad,Widowed,Prof-specialty,Unmarried,White,0,40,United-States,0,0
40,Local-gov,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
24,Private,CommunityCollege,NotMarried,Craft-repair,Own-child,White,1,60,Outros,0,0
31,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,40,United-States,0,0
59,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,50,United-States,5178,1
27,Private,HighGrad,NotMarried,Other-service,Unmarried,Black,0,40,United-States,0,0
40,Private,Bachelors,Married,Prof-specialty,Husband,White,1,99,United-States,15024,1
30,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
28,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,1,32,United-States,0,0
25,Private,HighGrad,NotMarried,Craft-repair,Own-child,Black,1,50,United-States,0,0
22,Private,Bachelors,NotMarried,Sales,Not-in-family,White,0,20,United-States,0,0
21,State-gov,CommunityCollege,NotMarried,Exec-managerial,Own-child,White,1,40,United-States,0,0
35,Self-emp-inc,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,0,60,United-States,0,1
54,Local-gov,HighGrad,Married,Exec-managerial,Husband,White,1,56,United-States,0,0
36,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,0
29,Private,Bachelors,Married,Sales,Husband,White,1,40,United-States,0,0
32,Federal-gov,HighGrad,NotMarried,Exec-managerial,Unmarried,White,0,40,United-States,-1380,0
55,Private,HighGrad,Separated,Transport-moving,Not-in-family,White,1,40,United-States,0,0
56,Federal-gov,Masters,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
19,Private,CommunityCollege,NotMarried,Other-service,Own-child,Black,1,25,United-States,0,0
36,Private,HighGrad,NotMarried,Other-service,Not-in-family,Black,0,40,United-States,-2001,0
58,Private,HighGrad,Widowed,Adm-clerical,Not-in-family,White,0,40,United-States,0,1
35,Private,HighGrad,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
44,Private,dropout,Separated,Machine-op-inspct,Unmarried,Black,0,40,United-States,0,0
40,Self-emp-inc,HighGrad,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
18,Private,HighGrad,NotMarried,Other-service,Own-child,White,0,20,United-States,0,0
71,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,Amer-Indian-Eskimo,1,35,United-States,0,0
51,Federal-gov,HighGrad,Married,Exec-managerial,Husband,White,1,57,United-States,0,1
20,Private,dropout,NotMarried,Other-service,Own-child,White,1,35,United-States,0,0
34,Private,CommunityCollege,Separated,Tech-support,Unmarried,Black,0,40,United-States,0,0
28,Private,CommunityCollege,Married,Other-service,Husband,White,1,40,United-States,0,1
23,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,24,Outros,0,0
36,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,50,Outros,3137,0
42,Private,Masters,Separated,Prof-specialty,Not-in-family,White,0,39,United-States,0,1
31,Local-gov,Bachelors,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,8614,1
38,Local-gov,Masters,Separated,Prof-specialty,Not-in-family,Black,1,40,Outros,0,0
22,Private,HighGrad,NotMarried,Adm-clerical,Unmarried,White,0,40,United-States,0,0
36,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,Black,0,54,United-States,0,0
36,Private,Masters,Married,Sales,Husband,White,1,50,United-States,-1977,1
17,Private,dropout,NotMarried,Handlers-cleaners,Own-child,White,1,18,United-States,-1719,0
30,Federal-gov,CommunityCollege,NotMarried,Adm-clerical,Own-child,Black,0,40,United-States,0,0
35,Self-emp-not-inc,dropout,Married,Craft-repair,Husband,White,1,30,United-States,2635,0
32,Private,Masters,NotMarried,Exec-managerial,Not-in-family,White,1,40,United-States,14084,1
42,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,7688,1
54,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,White,0,45,United-States,0,1
36,Private,Bachelors,Married,Sales,Husband,White,1,35,United-States,-1887,1
58,Private,dropout,NotMarried,Other-service,Not-in-family,White,1,40,United-States,0,0
39,Private,CommunityCollege,Married,Other-service,Husband,White,1,40,United-States,0,0
62,Local-gov,HighGrad,Widowed,Adm-clerical,Not-in-family,White,0,38,United-States,0,0
51,Private,HighGrad,Separated,Prof-specialty,Unmarried,White,1,40,United-States,0,0
52,Private,CommunityCollege,Separated,Exec-managerial,Not-in-family,White,0,50,United-States,0,0
25,Private,HighGrad,NotMarried,Sales,Own-child,White,0,30,United-States,0,0
26,Private,Bachelors,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
26,Private,dropout,Married,Craft-repair,Own-child,Black,1,40,United-States,0,0
59,State-gov,Bachelors,NotMarried,Exec-managerial,Not-in-family,Black,0,40,Outros,0,0
21,Private,HighGrad,NotMarried,Farming-fishing,Other-relative,White,1,50,United-States,0,0
45,Private,Masters,Married,Tech-support,Husband,White,1,18,United-States,0,1
26,Private,HighGrad,Married,Craft-repair,Husband,White,1,36,United-States,0,0
68,Self-emp-not-inc,dropout,Widowed,Farming-fishing,Unmarried,White,1,20,United-States,0,0
60,Private,HighGrad,Married,Other-service,Husband,White,1,40,United-States,0,1
65,Private,HighGrad,Married,Sales,Husband,White,1,18,United-States,0,0
41,Private,Masters,Separated,Exec-managerial,Unmarried,White,0,45,United-States,0,0
34,Private,HighGrad,Married,Transport-moving,Husband,White,1,50,United-States,0,0
28,Private,HighGrad,Married,Adm-clerical,Husband,Black,1,40,United-States,0,0
40,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
57,Private,Masters,Married,Prof-specialty,Husband,White,1,60,United-States,0,1
37,Private,dropout,Married,Craft-repair,Husband,White,1,50,United-States,0,0
34,Private,dropout,Separated,Machine-op-inspct,Not-in-family,Black,1,60,United-States,0,0
57,Federal-gov,Bachelors,Married,Tech-support,Husband,White,1,48,United-States,0,1
55,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,-1887,1
56,Private,Bachelors,Married,Adm-clerical,Husband,White,1,40,United-States,0,1
32,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,White,1,60,United-States,0,0
18,Private,CommunityCollege,NotMarried,Sales,Own-child,White,1,15,United-States,0,0
48,Private,CommunityCollege,NotMarried,Prof-specialty,Not-in-family,White,1,40,United-States,0,0
41,Federal-gov,Masters,Married,Prof-specialty,Husband,White,1,50,Outros,0,1
33,Private,HighGrad,Married,Transport-moving,Husband,White,1,20,United-States,0,0
33,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,White,1,40,United-States,0,0
47,Private,dropout,NotMarried,Machine-op-inspct,Other-relative,White,1,40,Mexico,0,0
46,Self-emp-inc,HighGrad,Married,Exec-managerial,Wife,Amer-Indian-Eskimo,0,40,United-States,15024,1
40,Private,HighGrad,Separated,Adm-clerical,Unmarried,White,0,38,United-States,0,0
42,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,Mexico,0,0
31,State-gov,Bachelors,Married,Prof-specialty,Husband,White,1,55,United-States,7298,1
51,Private,dropout,Married,Handlers-cleaners,Husband,White,1,40,United-States,0,0
44,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,57,United-States,0,0
37,Private,HighGrad,Separated,Tech-support,Unmarried,White,0,40,United-States,0,0
25,Private,dropout,NotMarried,Machine-op-inspct,Own-child,Black,0,40,United-States,0,0
63,Self-emp-not-inc,dropout,Married,Farming-fishing,Husband,White,1,60,United-States,7688,1
52,Private,HighGrad,Separated,Sales,Not-in-family,White,1,45,United-States,0,0
42,Local-gov,CommunityCollege,Separated,Tech-support,Not-in-family,White,0,40,United-States,3325,0
28,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
30,Private,Masters,NotMarried,Prof-specialty,Not-in-family,White,1,40,United-States,10520,1
34,Private,Bachelors,Married,Sales,Husband,White,1,50,United-States,0,0
37,Federal-gov,CommunityCollege,Married,Exec-managerial,Wife,White,0,40,United-States,0,1
31,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,45,United-States,0,0
35,Private,CommunityCollege,Separated,Sales,Not-in-family,White,0,35,United-States,0,0
25,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,0,0
38,Private,HighGrad,Separated,Exec-managerial,Not-in-family,White,1,40,United-States,0,0
43,Self-emp-not-inc,HighGrad,NotMarried,Farming-fishing,Not-in-family,White,1,60,United-States,0,0
22,Private,CommunityCollege,NotMarried,Craft-repair,Other-relative,Asian-Pac-Islander,0,40,Outros,0,0
18,Private,dropout,NotMarried,Other-service,Own-child,White,1,20,United-States,0,0
26,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
36,Private,HighGrad,Married,Transport-moving,Husband,White,1,60,United-States,0,1
43,Private,HighGrad,Separated,Sales,Not-in-family,White,1,20,United-States,0,0
21,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,25,United-States,0,0
62,Federal-gov,CommunityCollege,Widowed,Protective-serv,Not-in-family,White,0,40,United-States,0,0
26,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
54,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
18,Private,dropout,NotMarried,Sales,Own-child,White,0,20,United-States,0,0
65,Self-emp-not-inc,HighGrad,Married,Sales,Husband,White,1,55,United-States,0,0
41,Private,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,50,United-States,3325,0
31,Private,dropout,NotMarried,Other-service,Unmarried,White,0,20,United-States,0,0
56,Private,dropout,Separated,Sales,Unmarried,White,0,40,United-States,0,0
50,Private,Bachelors,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
22,Private,Bachelors,NotMarried,Adm-clerical,Own-child,White,0,35,United-States,0,0
36,Local-gov,CommunityCollege,Married,Protective-serv,Husband,White,1,48,United-States,0,0
48,Private,Doctorate,Married,Prof-specialty,Husband,Asian-Pac-Islander,1,40,Outros,0,1
30,Private,HighGrad,Married,Other-service,Wife,White,0,30,United-States,0,0
35,Private,CommunityCollege,Married,Tech-support,Husband,White,1,45,United-States,0,0
37,Self-emp-not-inc,HighGrad,Married,Transport-moving,Husband,White,1,30,United-States,0,0
56,Private,Masters,Married,Exec-managerial,Wife,White,0,50,United-States,0,0
41,Private,CommunityCollege,Separated,Sales,Unmarried,White,1,40,United-States,0,0
38,State-gov,HighGrad,NotMarried,Other-service,Not-in-family,White,1,40,United-States,0,0
34,Private,dropout,Separated,Machine-op-inspct,Unmarried,White,0,35,Outros,0,0
54,State-gov,dropout,NotMarried,Other-service,Own-child,White,1,40,United-States,4101,0
42,Private,CommunityCollege,Separated,Prof-specialty,Not-in-family,White,0,40,United-States,0,0
33,Private,HighGrad,Married,Farming-fishing,Husband,White,1,50,United-States,0,0
21,Private,HighGrad,NotMarried,Prof-specialty,Own-child,White,0,30,United-States,0,0
69,Local-gov,dropout,Married,Transport-moving,Husband,White,1,10,United-States,0,0
32,Private,CommunityCollege,NotMarried,Sales,Not-in-family,Black,0,46,Outros,0,0
50,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
45,Private,HighGrad,Separated,Other-service,Not-in-family,White,0,40,United-States,0,0
31,Private,HighGrad,Married,Adm-clerical,Husband,White,1,35,United-States,0,0
